Delivery Date,Portfolio Name,Portfolio Code,Total Injection (MWh),Total Drawal (MWh),Absolute Sum (MWh),Invoice,NLDC Application Charges,CTU Charges,NLDC Sch. & Oper. Charges,STU Charges,Distribution Charges,SLDC Charges,ALDC Charges,Fees,IGST,SGST,CGST,UTGST,Final Obligation
17/09/2018,Essar_Oil_Ltd,W2GJ0TPT0564,-242.40000000000,0.00000000000,242.40000000000,1527527.06,20.41,20773.68,200.00,89494.08,0.00,1000.00,0.00,4848.00,872.64,0.00,0.00,0.00,1410318.25,
17/09/2018,Exide_Industries_Ltd_Rewari,N1HR0TPT0263,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,GOHP_(13%_Free_Power_From_Sainj_HEP_HPPCL),N1SJ0TPT0532,-193.70000000000,0.00000000000,193.70000000000,1296890.47,20.41,31205.07,193.70,0.00,0.00,0.00,0.00,3874.00,697.32,0.00,0.00,0.00,1260899.97,
17/09/2018,Ganesha_Ecosphere_Ltd,N2UA0TPT0155,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Gland_Pharma_Limited_(MCL_766),S1TG0TPT0318,0.00000000000,0.90000000000,0.90000000000,-4123.51,20.41,212.85,0.90,91.40,0.00,1000.00,0.00,18.00,3.24,0.00,0.00,0.00,-5470.31,
17/09/2018,Gland_Pharma_Limited_(VSP_576),S1AP0TPT0344,0.00000000000,0.30000000000,0.30000000000,-1374.50,20.41,104.85,0.30,39.35,5.36,1000.00,0.00,6.00,1.08,0.00,0.00,0.00,-2551.85,
17/09/2018,Gland_Pharma_Limited_SGR_1953,S1TG0TPT0464,0.00000000000,0.70000000000,0.70000000000,-3207.18,20.41,165.55,0.70,71.09,0.00,1000.00,0.00,14.00,2.52,0.00,0.00,0.00,-4481.45,
17/09/2018,GoHP_(12%_Free_Power_From_Karcham_Wangtoo_Project),N1KW1TPT0364,-1538.40000000000,0.00000000000,1538.40000000000,10449500.99,20.41,247836.24,200.00,0.00,0.00,0.00,0.00,30768.00,5538.24,0.00,0.00,0.00,10165138.10,
17/09/2018,HPCL_VSP_VZA_Pipe_Line_VSP_308,S1AP0TPT0566,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Hindustan_Petroleum_Corporation_Limited_RJY_388,S1AP0TPT0567,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Hindustan_Petroleum_Corporation_Ltd_(Cons_No_900000021997),W2MH0TPT0565,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Huhtamaki_PPL_Limited_(formerly_The_Paper_Products_Limited_SGR_085),S1TG0TPT0374,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,KPR_Mill_Ltd_Arasur_HTSC_275,S2TN0TPT0061,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,KPR_Mill_Ltd_Arasur_HTSC_641,S2TN0TPT0233,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,KPR_Mill_Ltd_Kodiveri_HTSC_81,S2TN0TPT0062,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,K_P_R_Mills_Ltd,S2TN0TPT0050,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,MGM_Minerals_Ltd,E2OR0TPT0474,-76.80000000000,0.00000000000,76.80000000000,483968.97,20.41,26841.60,76.80,4800.00,0.00,2000.00,0.00,1536.00,276.48,0.00,0.00,0.00,448417.68,
17/09/2018,MMG_Steels_(P)_Ltd_(SGR_459),S1TG0TPT0386,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Magna_Electro_Castings_Ltd_CBE_SEDC_HTSC_585,S2TN0TPT0183,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mantri_Mettallics_Pvt_Ltd_Pantnagar,N2UA0TPT0141,0.00000000000,11.20000000000,11.20000000000,-60462.05,20.41,2226.56,11.20,1145.09,0.00,1000.00,0.00,224.00,40.32,0.00,0.00,0.00,-65129.63,
17/09/2018,Mumbai _International_Airport_Pvt_Ltd_900000784496,W2MH0TPT0472,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mumbai_International_Airport_Pvt_Ltd_900000038075,W2MH0TPT0559,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mumbai_International_Airport_Pvt_Ltd_900000784502,W2MH0TPT0468,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mumbai_International_Airport_Pvt_Ltd_900000784514,W2MH0TPT0473,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mumbai_International_Airport_Pvt_Ltd_900000784521,W2MH0TPT0471,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Mumbai_International_Airport_Pvt_Ltd_900000787014,W2MH0TPT0558,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,NACL_Industries_Ltd_SKL_099,S1AP0TPT0243,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Nav_Bharat_ventures_Ltd,E2OR0TPT0026,-573.60000000000,0.00000000000,573.60000000000,3614643.23,20.41,200473.20,200.00,35850.00,0.00,2000.00,0.00,11472.00,2064.96,0.00,0.00,0.00,3362562.66,
17/09/2018,Nava_Bharat_Ventures_Ltd_Paloncha,S1TG0TPT0170,-115.20000000000,0.00000000000,115.20000000000,725953.45,20.41,5529.60,115.20,11699.71,0.00,1000.00,0.00,2304.00,414.72,0.00,0.00,0.00,704869.81,
17/09/2018,Netmagic_IT_Services_Pvt_Ltd_900000746247,W2MH0TPT0555,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_IT_Services_Pvt_Ltd_900000746258,W2MH0TPT0556,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_IT_Services_Pvt_Ltd_900000865337,W2MH0TPT0557,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_IT_Services_Pvt_Ltd_900000900597,W2MH0TPT0568,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_Solutions_Pvt_Ltd_900000041557,W2MH0TPT0481,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_Solutions_Pvt_Ltd_900000068965,W2MH0TPT0482,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Netmagic_Solutions_Pvt_Ltd_900000080207,W2MH0TPT0483,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,SLS_Power_Corporation_Limited,S1TG0TPT0363,-271.20000000000,0.00000000000,271.20000000000,1709015.42,20.41,13017.60,200.00,27543.07,0.00,1000.00,0.00,5424.00,976.32,0.00,0.00,0.00,1660834.02,
17/09/2018,SP_Spinning_Mills_Pvt_Ltd_SEDC_HTSC_74,S2TN0TPT0330,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Sainj_HEP_(100_MW),N1SJ0TPT0531,-1299.10000000000,0.00000000000,1299.10000000000,8697443.73,20.41,209285.01,200.00,0.00,0.00,0.00,0.00,25982.00,4676.76,0.00,0.00,0.00,8457279.55,
17/09/2018,Sakku_Spinning_Mills_Ltd,S1AP0TPT0045,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Sathavahana_Ispat_Limited_(SIL),S1KA0TPT0035,-188.00000000000,0.00000000000,188.00000000000,1198186.51,20.41,65706.00,188.00,15040.00,0.00,1000.00,0.00,3760.00,676.80,0.00,0.00,0.00,1111795.30,
17/09/2018,Shamanur_Sugars_Limited_(SSL),S1KA0TPT0368,0.00000000000,5.60000000000,5.60000000000,-34692.36,20.41,1534.96,5.60,448.00,0.00,1000.00,0.00,112.00,20.16,0.00,0.00,0.00,-37833.49,
17/09/2018,Shiva_Mills_Limited_DEDC_HTSC_84,S2TN0TPT0065,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Shiva_Textyarn_Ltd_Karanampettai,S2TN0TPT0052,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Shri_hiranyakeshi_sahakari_Sakkare_Karkhane_Niyamit,S1KA0TPT0013,0.00000000000,5.30000000000,5.30000000000,-34304.18,20.41,1452.73,5.30,424.00,0.00,1000.00,0.00,106.00,19.08,0.00,0.00,0.00,-37331.70,
17/09/2018,Shriram_Foundary_Pvt_Ltd,N2UA0TPT0142,0.00000000000,27.20000000000,27.20000000000,-151310.72,20.41,5407.36,27.20,2780.93,0.00,1000.00,0.00,544.00,97.92,0.00,0.00,0.00,-161188.54,
17/09/2018,Smartchem_Technologies_Ltd,S1AP0TPT0268,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Space_Textiles_(P)_Ltd_CBE_SEDC_HTSC_242,S2TN0TPT0048,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Star_Metallics_and_Power_Private_Limited,S1KA0TPT0138,-48.00000000000,0.00000000000,48.00000000000,302480.61,20.41,16776.00,48.00,3840.00,0.00,1000.00,0.00,960.00,172.80,0.00,0.00,0.00,279663.40,
17/09/2018,Tata_Power_Haldia,E1WB0TPT0008,-96.00000000000,0.00000000000,96.00000000000,604961.21,20.41,11846.40,96.00,7680.00,0.00,1000.00,0.00,1920.00,345.60,0.00,0.00,0.00,582052.80,
17/09/2018,Tata_Power_Solar_Systems_Limited_Unit_2_Electronic_City_Bangalore,S1KA0TPT0514,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Tata_Sponge_Iron_Ltd_Joda,E2OR0TPT0059,-327.10000000000,0.00000000000,327.10000000000,2106255.67,20.41,114321.45,200.00,20443.75,0.00,2000.00,0.00,6542.00,1177.56,0.00,0.00,0.00,1961550.50,
17/09/2018,Tata_Steel_Limited,E1DV0TPT0211,-320.00000000000,0.00000000000,320.00000000000,2366667.14,20.41,51552.00,200.00,25600.00,0.00,1000.00,0.00,6400.00,1152.00,0.00,0.00,0.00,2280742.73,
17/09/2018,Tata_Steel_Limited_Ferro_Alloys_Plant_Joda,E2OR0TPT0467,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Tata_Steel_Ltd_Power_Distribution_Licensee,E1DV0TPT0504,0.00000000000,1050.00000000000,1050.00000000000,-6019491.75,20.41,169155.00,200.00,0.00,0.00,1000.00,0.00,21000.00,3780.00,0.00,0.00,0.00,-6214647.16,
17/09/2018,The_India_Cements_Ltd_CDP_048,S1AP0TPT0234,0.00000000000,0.00000000000,0.00000000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
17/09/2018,Time_Technoplast_Ltd_Unit_I,N2UA0TPT0235,0.00000000000,4.80000000000,4.80000000000,-30248.06,20.41,954.24,4.80,490.75,0.00,1000.00,0.00,96.00,17.28,0.00,0.00,0.00,-32831.54,
17/09/2018,Time_Technoplast_Ltd_Unit_II,N2UA0TPT0236,0.00000000000,7.20000000000,7.20000000000,-45372.09,20.41,1431.36,7.20,736.13,0.00,1000.00,0.00,144.00,25.92,0.00,0.00,0.00,-48737.11,
17/09/2018,Ugar_Sugar_Belgaum,S1KA0TPT0024,0.00000000000,21.60000000000,21.60000000000,-133254.53,20.41,5920.56,21.60,1728.00,0.00,1000.00,0.00,432.00,77.76,0.00,0.00,0.00,-142454.86,
September - 2018,Agni_Steels_Pvt_Ltd_EEDC_HTSC_50,S2TN0TPT0445,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Amara_Raja_Batteries_Ltd_TPT_145,S1AP0TPT0047,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Aurigene_Discovery_Technologies_Ltd_Bangalore,S1KA0TPT0525,0.000000,0.100000,0.100000,-458.17,20.41,27.41,0.10,8.00,19.00,1000.00,0.00,2.00,0.36,0.00,0.00,0.00,-1535.45,
September - 2018,BST_Textile_Mills_Pvt_Ltd,N2UA0TPT0265,0.000000,2.100000,2.100000,-12038.98,20.41,417.48,2.10,214.70,0.00,1000.00,0.00,42.00,7.56,0.00,0.00,0.00,-13743.23,
September - 2018,Bannari_Amman_Spinning_Mills_HTSC_171,S2TN0TPT0064,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Bannari_Amman_Spinning_Mills_HTSC_279,S2TN0TPT0066,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Bannari_Amman_Spinning_Mills_Ltd_CBE_MEDC_HTSC_340,S2TN0TPT0360,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Bhubaneshwar_Power_Private_Limited_Odisha,E2OR0TPT0550,-149.400000,0.000000,149.400000,1007487.18,20.41,52215.30,149.40,9337.50,0.00,2000.00,0.00,2988.00,537.84,0.00,0.00,0.00,940238.73,
September - 2018,Britannia_Industries_Limited,N2UA0TPT0569,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Burakia_Steel_and_Alloys,A2AS0TPT0544,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Essar_Oil_Ltd,W2GJ0TPT0564,-242.400000,0.000000,242.400000,1527527.06,20.41,20773.68,200.00,89494.08,0.00,1000.00,0.00,4848.00,872.64,0.00,0.00,0.00,1410318.25,
September - 2018,Exide_Industries_Ltd_Rewari,N1HR0TPT0263,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,GOHP_(13%_Free_Power_From_Sainj_HEP_HPPCL),N1SJ0TPT0532,-193.700000,0.000000,193.700000,1296890.47,20.41,31205.07,193.70,0.00,0.00,0.00,0.00,3874.00,697.32,0.00,0.00,0.00,1260899.97,
September - 2018,Ganesha_Ecosphere_Ltd,N2UA0TPT0155,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Gland_Pharma_Limited_(MCL_766),S1TG0TPT0318,0.000000,0.900000,0.900000,-4123.51,20.41,212.85,0.90,91.40,0.00,1000.00,0.00,18.00,3.24,0.00,0.00,0.00,-5470.31,
September - 2018,Gland_Pharma_Limited_(VSP_576),S1AP0TPT0344,0.000000,0.300000,0.300000,-1374.50,20.41,104.85,0.30,39.35,5.36,1000.00,0.00,6.00,1.08,0.00,0.00,0.00,-2551.85,
September - 2018,Gland_Pharma_Limited_SGR_1953,S1TG0TPT0464,0.000000,0.700000,0.700000,-3207.18,20.41,165.55,0.70,71.09,0.00,1000.00,0.00,14.00,2.52,0.00,0.00,0.00,-4481.45,
September - 2018,GoHP_(12%_Free_Power_From_Karcham_Wangtoo_Project),N1KW1TPT0364,-1538.400000,0.000000,1538.400000,10449500.99,20.41,247836.24,200.00,0.00,0.00,0.00,0.00,30768.00,5538.24,0.00,0.00,0.00,10165138.10,
September - 2018,HPCL_VSP_VZA_Pipe_Line_VSP_308,S1AP0TPT0566,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Hindustan_Petroleum_Corporation_Limited_RJY_388,S1AP0TPT0567,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Hindustan_Petroleum_Corporation_Ltd_(Cons_No_900000021997),W2MH0TPT0565,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Huhtamaki_PPL_Limited_(formerly_The_Paper_Products_Limited_SGR_085),S1TG0TPT0374,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,KPR_Mill_Ltd_Arasur_HTSC_275,S2TN0TPT0061,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,KPR_Mill_Ltd_Arasur_HTSC_641,S2TN0TPT0233,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,KPR_Mill_Ltd_Kodiveri_HTSC_81,S2TN0TPT0062,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,K_P_R_Mills_Ltd,S2TN0TPT0050,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,MGM_Minerals_Ltd,E2OR0TPT0474,-76.800000,0.000000,76.800000,483968.97,20.41,26841.60,76.80,4800.00,0.00,2000.00,0.00,1536.00,276.48,0.00,0.00,0.00,448417.68,
September - 2018,MMG_Steels_(P)_Ltd_(SGR_459),S1TG0TPT0386,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Magna_Electro_Castings_Ltd_CBE_SEDC_HTSC_585,S2TN0TPT0183,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mantri_Mettallics_Pvt_Ltd_Pantnagar,N2UA0TPT0141,0.000000,11.200000,11.200000,-60462.05,20.41,2226.56,11.20,1145.09,0.00,1000.00,0.00,224.00,40.32,0.00,0.00,0.00,-65129.63,
September - 2018,Mumbai _International_Airport_Pvt_Ltd_900000784496,W2MH0TPT0472,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mumbai_International_Airport_Pvt_Ltd_900000038075,W2MH0TPT0559,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mumbai_International_Airport_Pvt_Ltd_900000784502,W2MH0TPT0468,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mumbai_International_Airport_Pvt_Ltd_900000784514,W2MH0TPT0473,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mumbai_International_Airport_Pvt_Ltd_900000784521,W2MH0TPT0471,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Mumbai_International_Airport_Pvt_Ltd_900000787014,W2MH0TPT0558,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,NACL_Industries_Ltd_SKL_099,S1AP0TPT0243,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Nav_Bharat_ventures_Ltd,E2OR0TPT0026,-573.600000,0.000000,573.600000,3614643.23,20.41,200473.20,200.00,35850.00,0.00,2000.00,0.00,11472.00,2064.96,0.00,0.00,0.00,3362562.66,
September - 2018,Nava_Bharat_Ventures_Ltd_Paloncha,S1TG0TPT0170,-115.200000,0.000000,115.200000,725953.45,20.41,5529.60,115.20,11699.71,0.00,1000.00,0.00,2304.00,414.72,0.00,0.00,0.00,704869.81,
September - 2018,Netmagic_IT_Services_Pvt_Ltd_900000746247,W2MH0TPT0555,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Netmagic_IT_Services_Pvt_Ltd_900000746258,W2MH0TPT0556,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Netmagic_IT_Services_Pvt_Ltd_900000865337,W2MH0TPT0557,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Netmagic_IT_Services_Pvt_Ltd_900000900597,W2MH0TPT0568,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Netmagic_Solutions_Pvt_Ltd_900000041557,W2MH0TPT0481,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
