Delivery Date,Portfolio Name,Portfolio Code,Total Injection (MWh),Total Drawal (MWh),Absolute Sum (MWh),Invoice,NLDC Application Charges,CTU Charges,NLDC Sch. & Oper. Charges,STU Charges,Distribution Charges,SLDC Charges,ALDC Charges,Fees,IGST,SGST,CGST,UTGST,Final Obligation
September - 2018,Netmagic_Solutions_Pvt_Ltd_900000068965,W2MH0TPT0482,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Netmagic_Solutions_Pvt_Ltd_900000080207,W2MH0TPT0483,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,SLS_Power_Corporation_Limited,S1TG0TPT0363,-271.200000,0.000000,271.200000,1709015.42,20.41,13017.60,200.00,27543.07,0.00,1000.00,0.00,5424.00,976.32,0.00,0.00,0.00,1660834.02,
September - 2018,SP_Spinning_Mills_Pvt_Ltd_SEDC_HTSC_74,S2TN0TPT0330,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Sainj_HEP_(100_MW),N1SJ0TPT0531,-1299.100000,0.000000,1299.100000,8697443.73,20.41,209285.01,200.00,0.00,0.00,0.00,0.00,25982.00,4676.76,0.00,0.00,0.00,8457279.55,
September - 2018,Sakku_Spinning_Mills_Ltd,S1AP0TPT0045,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Sathavahana_Ispat_Limited_(SIL),S1KA0TPT0035,-188.000000,0.000000,188.000000,1198186.51,20.41,65706.00,188.00,15040.00,0.00,1000.00,0.00,3760.00,676.80,0.00,0.00,0.00,1111795.30,
September - 2018,Shamanur_Sugars_Limited_(SSL),S1KA0TPT0368,0.000000,5.600000,5.600000,-34692.36,20.41,1534.96,5.60,448.00,0.00,1000.00,0.00,112.00,20.16,0.00,0.00,0.00,-37833.49,
September - 2018,Shiva_Mills_Limited_DEDC_HTSC_84,S2TN0TPT0065,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Shiva_Textyarn_Ltd_Karanampettai,S2TN0TPT0052,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Shri_hiranyakeshi_sahakari_Sakkare_Karkhane_Niyamit,S1KA0TPT0013,0.000000,5.300000,5.300000,-34304.18,20.41,1452.73,5.30,424.00,0.00,1000.00,0.00,106.00,19.08,0.00,0.00,0.00,-37331.70,
September - 2018,Shriram_Foundary_Pvt_Ltd,N2UA0TPT0142,0.000000,27.200000,27.200000,-151310.72,20.41,5407.36,27.20,2780.93,0.00,1000.00,0.00,544.00,97.92,0.00,0.00,0.00,-161188.54,
September - 2018,Smartchem_Technologies_Ltd,S1AP0TPT0268,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Space_Textiles_(P)_Ltd_CBE_SEDC_HTSC_242,S2TN0TPT0048,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Star_Metallics_and_Power_Private_Limited,S1KA0TPT0138,-48.000000,0.000000,48.000000,302480.61,20.41,16776.00,48.00,3840.00,0.00,1000.00,0.00,960.00,172.80,0.00,0.00,0.00,279663.40,
September - 2018,Tata_Power_Haldia,E1WB0TPT0008,-96.000000,0.000000,96.000000,604961.21,20.41,11846.40,96.00,7680.00,0.00,1000.00,0.00,1920.00,345.60,0.00,0.00,0.00,582052.80,
September - 2018,Tata_Power_Solar_Systems_Limited_Unit_2_Electronic_City_Bangalore,S1KA0TPT0514,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Tata_Sponge_Iron_Ltd_Joda,E2OR0TPT0059,-327.100000,0.000000,327.100000,2106255.67,20.41,114321.45,200.00,20443.75,0.00,2000.00,0.00,6542.00,1177.56,0.00,0.00,0.00,1961550.50,
September - 2018,Tata_Steel_Limited,E1DV0TPT0211,-320.000000,0.000000,320.000000,2366667.14,20.41,51552.00,200.00,25600.00,0.00,1000.00,0.00,6400.00,1152.00,0.00,0.00,0.00,2280742.73,
September - 2018,Tata_Steel_Limited_Ferro_Alloys_Plant_Joda,E2OR0TPT0467,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Tata_Steel_Ltd_Power_Distribution_Licensee,E1DV0TPT0504,0.000000,1050.000000,1050.000000,-6019491.75,20.41,169155.00,200.00,0.00,0.00,1000.00,0.00,21000.00,3780.00,0.00,0.00,0.00,-6214647.16,
September - 2018,The_India_Cements_Ltd_CDP_048,S1AP0TPT0234,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
September - 2018,Time_Technoplast_Ltd_Unit_I,N2UA0TPT0235,0.000000,4.800000,4.800000,-30248.06,20.41,954.24,4.80,490.75,0.00,1000.00,0.00,96.00,17.28,0.00,0.00,0.00,-32831.54,
September - 2018,Time_Technoplast_Ltd_Unit_II,N2UA0TPT0236,0.000000,7.200000,7.200000,-45372.09,20.41,1431.36,7.20,736.13,0.00,1000.00,0.00,144.00,25.92,0.00,0.00,0.00,-48737.11,
September - 2018,Ugar_Sugar_Belgaum,S1KA0TPT0024,0.000000,21.600000,21.600000,-133254.53,20.41,5920.56,21.60,1728.00,0.00,1000.00,0.00,432.00,77.76,0.00,0.00,0.00,-142454.86,
